@RELATION RapidMinerData

@ATTRIBUTE 'MACD26biggerThanPrev' real
@ATTRIBUTE 'MACD26zeroUpCross' real
@ATTRIBUTE 'MACD26zeroDownCross' real
@ATTRIBUTE 'MACD26signalUpCross' real
@ATTRIBUTE 'MACD26signalDownCross' real
@ATTRIBUTE 'AroonUpCross' real
@ATTRIBUTE 'AroonDownCross' real
@ATTRIBUTE 'LowAboveEMA10' real
@ATTRIBUTE 'LowAboveEMA20' real
@ATTRIBUTE 'LowAboveSMA10' real
@ATTRIBUTE 'LowAboveSMA20' real
@ATTRIBUTE 'LowAboveSMA34' real
@ATTRIBUTE 'LowAboveSMA50' real
@ATTRIBUTE 'HighBelowEMA10' real
@ATTRIBUTE 'HighBelowEMA20' real
@ATTRIBUTE 'HighBelowSMA10' real
@ATTRIBUTE 'HighBelowSMA20' real
@ATTRIBUTE 'HighBelowSMA34' real
@ATTRIBUTE 'HighBelowSMA50' real
@ATTRIBUTE 'CCI10ZeroUpCross' real
@ATTRIBUTE 'CCI10HundredUpCross' real
@ATTRIBUTE 'CCI10ZeroDownCross' real
@ATTRIBUTE 'CCI10HundredDownCross' real
@ATTRIBUTE 'CCI14ZeroUpCross' real
@ATTRIBUTE 'CCI14HundredUpCross' real
@ATTRIBUTE 'CCI14ZeroDownCross' real
@ATTRIBUTE 'CCI14HundredDownCross' real
@ATTRIBUTE 'CCI30ZeroUpCross' real
@ATTRIBUTE 'CCI30HundredUpCross' real
@ATTRIBUTE 'CCI30ZeroDownCross' real
@ATTRIBUTE 'CCI30HundredDownCross' real
@ATTRIBUTE 'stochastic.fastK80DownCross' real
@ATTRIBUTE 'stochastic.fastK20UpCross' real
@ATTRIBUTE 'High' real
@ATTRIBUTE 'Low' real
@ATTRIBUTE 'Close' real
@ATTRIBUTE 'Volume' real
@ATTRIBUTE 'EMA10' real
@ATTRIBUTE 'EMA20' real
@ATTRIBUTE 'SMA10' real
@ATTRIBUTE 'SMA20' real
@ATTRIBUTE 'SMA34' real
@ATTRIBUTE 'SMA50' real
@ATTRIBUTE 'MACD26.macd' real
@ATTRIBUTE 'MACD26.signal' real
@ATTRIBUTE 'aroon.aroonUp' real
@ATTRIBUTE 'aroon.aroonDn' real
@ATTRIBUTE 'aroon.oscillator' real
@ATTRIBUTE 'CCI10' real
@ATTRIBUTE 'CCI14' real
@ATTRIBUTE 'CCI30' real
@ATTRIBUTE 'RSI14' real
@ATTRIBUTE 'BollingerBands.dn' real
@ATTRIBUTE 'BollingerBands.mavg' real
@ATTRIBUTE 'BollingerBands.up' real
@ATTRIBUTE 'BollingerBands.pctB' real
@ATTRIBUTE 'ROCVolume14' real
@ATTRIBUTE 'ROCPrice14' real
@ATTRIBUTE 'CMO14' real
@ATTRIBUTE 'DonchianChannel14.high' real
@ATTRIBUTE 'DonchianChannel14.mid' real
@ATTRIBUTE 'DonchianChannel14.low' real
@ATTRIBUTE 'DPO14' real
@ATTRIBUTE 'DVI14.dvi.mag' real
@ATTRIBUTE 'DVI14.dvi.str' real
@ATTRIBUTE 'DVI14.dvi' real
@ATTRIBUTE 'volatility14' real
@ATTRIBUTE 'KST14.kst' real
@ATTRIBUTE 'KST14.signal' real
@ATTRIBUTE 'MFI14' real
@ATTRIBUTE 'OBV' real
@ATTRIBUTE 'PBands14.dn' real
@ATTRIBUTE 'PBands14.center' real
@ATTRIBUTE 'PBands14.up' real
@ATTRIBUTE 'TDI14.tdi' real
@ATTRIBUTE 'TDI14.di' real
@ATTRIBUTE 'TRIX14.3.TRIX' real
@ATTRIBUTE 'TRIX14.3.signal' real
@ATTRIBUTE 'VHF14' real
@ATTRIBUTE 'WPR14' real
@ATTRIBUTE 'ZigZag' real
@ATTRIBUTE 'stochastic.fastK' real
@ATTRIBUTE 'stochastic.fastD' real
@ATTRIBUTE 'stochastic.slowD' real
@ATTRIBUTE 'prevMACD26.macd' real
@ATTRIBUTE 'prevMACD26.signal' real
@ATTRIBUTE 'aroon.aroonUpDis' real
@ATTRIBUTE 'aroon.aroonDnDis' real
@ATTRIBUTE 'prevAroon.aroonUp' real
@ATTRIBUTE 'prevAroon.aroonDn' real
@ATTRIBUTE 'CCI10Dis' real
@ATTRIBUTE 'CCI14Dis' real
@ATTRIBUTE 'CCI30Dis' real
@ATTRIBUTE 'prevCCI10' real
@ATTRIBUTE 'prevCCI14' real
@ATTRIBUTE 'prevCCI30' real
@ATTRIBUTE 'RSI14Dis' real
@ATTRIBUTE 'prevStochastic.fastK' real
@ATTRIBUTE 'stochastic.fastKDis' real
@ATTRIBUTE 'Open' real

@DATA
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0422,1.042,1.042,132.0,1.0412811,1.0402394,1.04137,1.04003,1.0387735,1.037372,0.1296487,0.1198908,85.714286,28.571429,57.142857,64.61538,74.15862,128.2865,72.217414,1.038158,1.040707,1.043257,0.7535541,-1.15267951,0.002786722,64.44444,1.0422,1.0406,1.039,4.821429E-4,0.71428571,0.07142857,0.58571429,0.0113284614,0.2132988,0.1733121,78.8066162,-1786066.0,1.0396689,1.040625,1.0415811,0.00375,0.0381,0.01803004,0.01516528,0.71111111,0.0625,1.0610638,0.96,0.9232824,0.9386937,0.1308217,0.1174513,2.0,0.0,92.857143,0.0,3.0,3.0,4.0,75.42579,82.51551,140.6491,3.0,0.9345794,2.0,1.042
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0411,1.0408,1.0411,72.0,1.0412778,1.0407235,1.0416,1.0409,1.0396882,1.03837,0.08629977,0.1062669,42.857143,14.285714,28.571429,-92.59259,-71.34503,48.79121,59.240807,1.040655,1.041536,1.042416,0.2525146,-2.702479156,6.246246E-4,16.4557,1.0422,1.04155,1.0409,-5.535714E-4,0.07142857,0.07142857,0.07142857,0.0091029942,0.1823009,0.2073889,48.1872799,-1786919.0,1.0399382,1.04155,1.0431618,0.011,0.03995,0.01639094,0.01653053,0.3164557,0.84615385,1.0610987,0.4285714,0.7606989,0.8695207,0.09422337,0.1112587,1.0,0.0,50.0,0.0,2.0,2.0,3.0,-97.14286,-71.34503,52.81891,2.0,0.64,1.0,1.041
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0417,1.0414,1.0414,61.0,1.041503,1.0411598,1.04146,1.041575,1.0405265,1.039304,0.05977071,0.07688417,64.285714,50.0,14.285714,-16.66667,-30.98958,36.51071,58.052866,1.040916,1.041521,1.042127,0.399743,-0.701310491,-5.279198E-4,-23.40426,1.042,1.04155,1.0411,1.321429E-4,0.64285714,0.07142857,0.52857143,0.0054226645,0.03742183,0.1191226,35.4478772,-1786686.0,1.0404441,1.0415714,1.0426987,-0.02145,0.01615,0.01120589,0.01424979,0.4893617,0.66666667,1.0611394,0.4482759,0.4537781,0.5217,0.0651789,0.08116254,1.0,1.0,0.0,57.142857,2.0,2.0,3.0,32.78689,8.674102,50.99429,2.0,0.483871,1.0,1.0417
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0413,1.0408,1.0413,26.0,1.041174,1.0411473,1.04116,1.04131,1.0412824,1.0403,0.01795956,0.0324988,0.0,92.857143,-92.857143,49.64539,9.621993,-28.12071,55.55244,1.040779,1.041271,1.041764,0.5290129,-1.085708884,-7.681598E-4,-40.0,1.0416,1.04125,1.0409,-3.714286E-4,0.28571429,0.07142857,0.24285714,0.0036949542,-0.02640438,-0.01756114,18.8172171,-1786814.0,1.0409528,1.0412964,1.0416401,-0.02655,-0.0047,0.003860451,0.008151069,0.475,0.42857143,1.0611975,0.1538462,0.196354,0.2732611,0.01833238,0.03613362,0.0,2.0,0.0,100.0,3.0,3.0,2.0,-91.83673,-124.4444,-108.8435,2.0,0.0,0.0,1.0408
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0418,1.0415,1.0416,61.0,1.0414673,1.0413497,1.04136,1.04137,1.0414588,1.040782,0.02138551,0.02432256,71.428571,50.0,21.428571,55.55556,77.77778,48.24561,56.697185,1.040764,1.041343,1.041922,0.7219686,0.260726262,2.400326E-4,9.433962,1.0419,1.0414,1.0409,-1.642857E-4,1.0,0.07142857,0.81428571,0.0041039602,-0.008917294,-0.01722237,41.8591833,-1786662.0,1.0407847,1.0413321,1.0418796,-0.01235,-0.00175,0.002384919,0.005027474,0.35849057,0.3,1.0612324,0.6666667,0.6109992,0.3806964,0.02159065,0.02505682,2.0,1.0,78.571429,57.142857,3.0,3.0,3.0,91.35802,121.3333,66.83168,2.0,0.6,1.0,1.0418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0422,1.0419,1.0421,23.0,1.0417998,1.0416003,1.04179,1.041505,1.0414824,1.041162,0.02762204,0.02561629,100.0,14.285714,85.714286,97.48428,103.0303,139.0977,62.53258,1.040859,1.041614,1.04237,0.8214995,-1.258954939,8.640554E-4,31.03448,1.0421,1.0415,1.0409,-0.001217857,0.78571429,0.07142857,0.64285714,0.0038162893,0.02845851,0.001026672,69.4104739,-1786460.0,1.0408913,1.0415821,1.0422729,-0.00285,0.0020,0.002801076,0.003779373,0.44827586,0.0,1.0612614,0.9705882,0.849073,0.7198228,0.02645202,0.02511485,2.0,0.0,92.857143,21.428571,3.0,4.0,4.0,53.33333,73.09237,106.1807,2.0,0.969697,2.0,1.042
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0425,1.0421,1.0423,59.0,1.0419558,1.041807,1.04197,1.041825,1.0416088,1.04159,0.02184952,0.0227991,100.0,7.142857,92.857143,146.6667,166.6667,135.9477,62.980133,1.041591,1.041943,1.042295,1.006942,0.38865799,6.718173E-4,35.0,1.0423,1.04195,1.0416,4.928571E-4,0.21428571,0.07142857,0.18571429,0.002798226,0.04594631,0.04423271,47.5848494,-1786451.0,1.0415404,1.0419536,1.0423667,0.0043,0.00895,0.002851518,0.003234143,0.325,0.0,1.061308,0.7894737,0.7370576,0.8565698,0.01994702,0.0230365,2.0,0.0,100.0,0.0,4.0,4.0,4.0,88.88889,103.7037,108.0139,2.0,0.6315789,1.0,1.0421
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0424,1.0423,1.0423,12.0,1.0420184,1.041854,1.04201,1.041875,1.0416265,1.041612,0.02309081,0.02285744,100.0,0.0,100.0,113.7255,149.7512,124.8432,62.980133,1.041651,1.041993,1.042335,0.9490877,-1.625967214,6.717851E-4,35.0,1.0423,1.042,1.0417,6.214286E-4,0.35714286,0.07142857,0.3,0.002557325,0.04663043,0.04625181,53.1973625,-1786439.0,1.0415895,1.0420036,1.0424176,0.00515,0.0094,0.002890928,0.003188381,0.275,0.0,1.0613138,1.0,0.7415219,0.8274602,0.02184952,0.0227991,2.0,0.0,100.0,7.142857,4.0,4.0,4.0,146.6667,166.6667,135.9477,2.0,0.7894737,2.0,1.0424
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0422,1.042,1.042,38.0,1.042015,1.0418679,1.042,1.041895,1.0416382,1.041634,0.02150327,0.02258661,92.857143,71.428571,21.428571,0.0,0.0,64.57926,55.493997,1.041662,1.042,1.042338,0.5,-0.191055237,2.879217E-4,14.28571,1.0423,1.042,1.0417,4.642857E-4,0.5,0.07142857,0.41428571,0.0028950559,0.04251518,0.04686111,44.9963101,-1786477.0,1.0416132,1.042025,1.0424368,0.0047,0.0092,0.002901275,0.0031501,0.26190476,0.5,1.0613196,0.8421053,0.7401295,0.7977738,0.02309081,0.02285744,2.0,2.0,100.0,0.0,2.0,2.0,3.0,113.7255,149.7512,124.8432,2.0,1.0,2.0,1.0421
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0418,1.0415,1.0416,18.0,1.0413178,1.0412848,1.04131,1.041065,1.0414147,1.041458,2.713279E-4,-0.006727004,100.0,0.0,100.0,112.4031,111.1111,40.41995,54.968351,1.040615,1.041207,1.0418,0.8314456,-0.938269639,0.001056575,50.0,1.0416,1.0411,1.0406,6.607143E-4,0.42857143,0.07142857,0.35714286,0.0048625957,0.009955837,-0.04183395,58.1970551,-1787157.0,1.0403829,1.041175,1.0419671,-0.0064,-0.00395,-0.001401579,-0.001843241,0.54545455,0.0,1.0614591,0.8709677,0.8234573,0.7219036,-0.002660366,-0.008476587,2.0,0.0,100.0,7.142857,4.0,4.0,3.0,135.9649,117.5573,37.94872,2.0,0.7741935,2.0,1.0417
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0423,1.0422,1.0423,24.0,1.0422884,1.0420738,1.04229,1.042155,1.0416471,1.041404,0.0283177,0.02954456,71.428571,42.857143,28.571429,3.436426,25.28736,67.51055,56.658811,1.041725,1.042221,1.042718,0.5790896,1.386294361,2.398944E-4,10.6383,1.0426,1.04215,1.0417,-0.001217857,0.57142857,0.07142857,0.47142857,0.0043693785,0.04833468,0.06758392,30.9863182,-1787057.0,1.0419415,1.04225,1.0425585,9.5E-4,0.01165,0.004800386,0.004072235,0.34042553,0.33333333,1.0618022,0.7407407,0.8365893,0.8152352,0.03008349,0.02985127,2.0,1.0,78.571429,50.0,3.0,3.0,3.0,6.535948,29.73856,70.91056,2.0,0.7777778,1.0,1.0422
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0429,1.0428,1.0428,5.0,1.0425743,1.0423982,1.04254,1.04242,1.0422412,1.041786,0.02274472,0.02099491,100.0,21.428571,78.571429,103.1746,126.8376,151.5152,63.844527,1.041908,1.042421,1.042935,0.8684823,-1.098612289,5.2754E-4,40.74074,1.0428,1.04235,1.0419,2.464286E-4,1.0,0.07142857,0.81428571,0.0024082783,0.01678785,0.01439211,69.3546862,-1786928.0,1.0420616,1.0424429,1.0428242,-0.0097,0.00295,0.003066579,0.00340049,0.7037037,0.0,1.0618777,1.0,0.8408755,0.708353,0.02198658,0.02055745,2.0,0.0,100.0,28.571429,4.0,4.0,4.0,136.7521,159.2157,165.6051,2.0,1.0,2.0,1.0429
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0431,1.043,1.043,14.0,1.0428466,1.042706,1.0428,1.04272,1.0425618,1.042392,0.01766379,0.01524186,92.857143,28.571429,64.285714,74.07407,81.24157,103.928,58.7621,1.042054,1.042693,1.043332,0.7403172,-0.944461609,2.397104E-4,12.19512,1.0431,1.0425,1.0419,-0.001217857,0.85714286,0.07142857,0.7,0.0041337162,0.005479473,0.01160892,56.139644,-1786971.0,1.0421992,1.0426786,1.043158,-0.0024,0.00195,0.001847365,0.002151753,0.41463415,0.08333333,1.0619708,0.9714286,0.8661756,0.6351406,0.01725954,0.01463637,2.0,0.0,100.0,35.714286,3.0,3.0,4.0,99.75669,120.6897,136.6667,2.0,0.9705882,2.0,1.043
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.043,1.0429,1.0429,6.0,1.0432032,1.0430863,1.04331,1.0431,1.0428765,1.042682,0.01781853,0.02195428,71.428571,100.0,-28.571429,-162.6984,-121.8519,-7.692308,47.505905,1.042831,1.043236,1.04364,0.08483416,-1.704748092,-0.002497468,5.263158,1.0435,1.0432,1.0429,1.928571E-4,0.07142857,0.07142857,0.07142857,0.0021363071,0.0510249,0.03911613,62.0901667,-1786896.0,1.0429061,1.0432286,1.043551,0.00365,0.0082,0.00311088,0.002739867,0.28947368,1.0,1.0620347,0.4210526,0.8581022,0.9621243,0.02204851,0.02298821,2.0,2.0,78.571429,0.0,1.0,1.0,2.0,-106.4815,-49.25926,39.49329,1.0,0.7142857,1.0,1.043
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0427,1.0424,1.0424,26.0,1.0424659,1.0426525,1.0425,1.042895,1.0428,1.042678,-0.01479369,-0.002481459,21.428571,85.714286,-64.285714,-17.54386,-45.88745,-65.662,42.970458,1.041619,1.042779,1.043938,0.3367181,0.36772478,-7.191313E-4,-29.41176,1.0435,1.04275,1.042,-6.785714E-4,0.28571429,0.07142857,0.24285714,0.0028826471,-0.03117147,0.01601484,37.2363204,-1787073.0,1.0418516,1.0428143,1.043777,-0.0035,-8.5E-4,-3.938243E-4,0.001619635,0.56862745,0.73333333,1.0620754,0.1333333,0.03796349,0.3358746,-0.01476598,5.965989E-4,0.0,2.0,28.571429,92.857143,2.0,2.0,2.0,-55.55556,-77.77778,-99.34853,1.0,0.04545455,0.0,1.0424
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0431,1.0428,1.0431,57.0,1.042616,1.0426992,1.04243,1.04288,1.0428029,1.042698,-0.007236588,-0.005011666,7.142857,71.428571,-64.285714,158.3924,58.46154,43.32553,58.321957,1.041669,1.042693,1.043717,0.69882,0.99852883,-4.313754E-4,-16.98113,1.0435,1.04275,1.042,-6.392857E-4,0.64285714,0.07142857,0.52857143,0.0038600591,-0.04760641,-0.005370633,34.5761856,-1787013.0,1.0418863,1.042725,1.0435637,-0.0020,-0.00445,-9.019405E-4,0.001011479,0.54716981,0.26666667,1.0620871,0.4888889,0.1366522,0.177444,-0.01235134,-0.004455435,0.0,2.0,14.285714,78.571429,4.0,3.0,3.0,63.82979,-2.880658,-18.61993,2.0,0.2888889,1.0,1.0428
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0446,1.0444,1.0444,65.0,1.04346,1.0431649,1.04308,1.04305,1.0429971,1.042854,0.0274309,0.007801214,100.0,42.857143,57.142857,110.0,142.8571,191.8715,73.940734,1.041265,1.0429,1.044535,0.9586246,0.563469357,0.00124539,36.11111,1.0444,1.0432,1.042,1.321429E-4,1.0,0.07142857,0.81428571,0.0045441131,-0.01508843,-0.0315914,88.0237402,-1785942.0,1.0413837,1.0429393,1.0444949,-0.0043,-0.00395,9.062462E-4,6.023399E-4,0.68055556,0.0,1.0621103,1.0,0.6528916,0.2895371,0.01953274,0.002893792,2.0,1.0,100.0,50.0,4.0,4.0,4.0,144.1948,178.8087,215.9672,3.0,1.0,2.0,1.0445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0466,1.0461,1.0465,59.0,1.0458586,1.0453498,1.04585,1.04538,1.0444059,1.044016,0.06349635,0.05939692,100.0,7.142857,92.857143,144.4444,147.619,130.6654,74.539759,1.044632,1.045614,1.046597,0.9508405,0.339867826,0.001291032,49.09091,1.0465,1.0456,1.0447,4.821429E-4,0.71428571,0.07142857,0.58571429,0.0045193024,0.07346451,0.1050254,76.4409077,-1784670.0,1.0453083,1.0455464,1.0457846,-0.0040,0.01875,0.008698206,0.00768626,0.56363636,0.0,1.0622324,0.9591837,0.8591629,0.8844494,0.06128944,0.05837206,2.0,0.0,100.0,14.285714,4.0,4.0,4.0,171.7172,161.5385,125.9628,3.0,0.8666667,2.0,1.0463
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0459,1.0455,1.0458,86.0,1.0458635,1.0455297,1.04601,1.045615,1.0448382,1.044254,0.04867841,0.0567774,78.571429,0.0,78.571429,-47.94521,-16.09195,63.94558,58.067689,1.045149,1.045871,1.046594,0.4505894,1.15851043,5.73943E-4,20.0,1.0465,1.04595,1.0454,-1.071429E-4,0.21428571,0.07142857,0.18571429,0.0053943261,0.07344658,0.07898161,64.5710024,-1785031.0,1.0454014,1.0458357,1.04627,-0.0137,0.0148,0.008367335,0.008095406,0.35,0.63636364,1.0622557,0.3947368,0.7836604,0.8514692,0.05269442,0.05880215,2.0,0.0,85.714286,0.0,2.0,2.0,3.0,-101.2658,-65.84867,40.14939,2.0,0.6097561,1.0,1.0455
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0457,1.0457,1.0457,9.0,1.0458095,1.0455606,1.04596,1.045685,1.04505,1.04436,0.04021311,0.05145446,64.285714,0.0,64.285714,-57.01754,-46.32353,44.47115,56.361847,1.045211,1.045893,1.046575,0.3586678,-1.897119985,-0.002497468,4.0,1.0465,1.046,1.0455,-0.001217857,0.07142857,0.07142857,0.07142857,0.005221983,0.05875352,0.07163598,58.8234204,-1785127.0,1.0452584,1.0458643,1.0464701,-0.01755,0.01235,0.007571817,0.008014465,0.42,0.8,1.0622673,0.28125,0.6286009,0.800095,0.0442144,0.0542648,1.0,0.0,71.428571,7.142857,2.0,2.0,3.0,-60.40268,-38.62069,48.88889,2.0,0.2857143,1.0,1.0457
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0454,1.0453,1.0454,62.0,1.045689,1.0455401,1.04589,1.04574,1.0452206,1.04445,0.029921,0.04453014,50.0,100.0,-50.0,-93.86973,-114.1487,-2.369668,51.013994,1.045185,1.045886,1.046586,0.1532778,2.335374916,-0.002497468,-1.886792,1.0465,1.04595,1.0454,-3.678571E-4,0.07142857,0.07142857,0.07142857,0.0045213384,0.0474788,0.06562888,53.7253994,-1785226.0,1.0450952,1.0458679,1.0466405,-0.0164,0.0112,0.006494668,0.007703253,0.41509434,1.0,1.0622789,0.06451613,0.3809756,0.6785933,0.03509427,0.04818242,1.0,2.0,57.142857,100.0,2.0,1.0,2.0,-92.827,-94.36275,15.38462,2.0,0.1612903,0.0,1.0454
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0462,1.0461,1.0461,4.0,1.0460173,1.0459392,1.04596,1.045975,1.0459,1.04575,0.01179186,0.01181149,92.857143,42.857143,50.0,58.33333,83.93285,83.12958,55.847711,1.045574,1.045921,1.046269,0.7566567,-2.847812143,-0.002497468,-4.0,1.0462,1.0459,1.0456,-5.785714E-4,1.0,0.07142857,0.81428571,0.0027545584,0.00136658,0.01214312,38.8046179,-1785013.0,1.045614,1.0459357,1.0462574,-0.0027,0.00155,0.001390039,0.002097046,0.4,0.16666667,1.0624243,0.8333333,0.6428571,0.4546006,0.01176737,0.0118164,2.0,1.0,100.0,50.0,3.0,3.0,3.0,117.1171,130.9353,123.8095,2.0,0.8333333,2.0,1.0462
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0477,1.0469,1.0476,116.0,1.0464978,1.0462247,1.04633,1.046115,1.0459618,1.045874,0.02922044,0.01689224,100.0,21.428571,78.571429,210.6136,264.5774,372.093,75.706439,1.045158,1.046179,1.047199,1.196571,3.144152279,0.001433281,75.0,1.0476,1.0466,1.0456,2.857143E-4,1.0,0.07142857,0.81428571,0.0041902295,0.01877166,0.008498714,79.5651969,-1784608.0,1.0455408,1.0461357,1.0467307,-0.00155,0.0034,0.002005536,0.001965364,0.8,0.0,1.0624417,1.0,0.8845805,0.6504097,0.02008257,0.01381019,2.0,0.0,100.0,28.571429,5.0,5.0,5.0,236.1111,256.2842,307.3218,3.0,0.9642857,2.0,1.0471
